name,latitude,longitude
Mandir,23.3055488,70.5042251
Hanuman Mandir,23.3022884,70.5062443
Bhagwan Mandir,23.3058196,70.5037139
Hanuman Mandir,23.3058616,70.5037688
Bapa Sitaram Mandir,23.305664,70.503116
Hanuman Mandir,23.3051949,70.5060331
Ram MAndir,23.3037235,70.5074137
Adinatha Jain temple,24.0286344,73.114431
Pashwanatha Jain temple,24.028408,73.1149142
Lakshmi Narayan Temple,24.028212,73.1135461
Shiva Temple,24.0280846,73.1124483
Parshwanath Jain Temple,24.0592813,72.4559292
Manibhadra Veer Temple,24.0591417,72.4567885
N/A,20.9516942,72.9610533
AHIR BHUVAN,21.0259074,70.4944237
BAPA SITARAM MADHULI LAKHANKA,21.9589852,71.6622469
Bhurakhiya Hanuman Temple Lakhanka,21.9618196,71.6604111
Vishweshwar Mahadev Mandir,23.6019505,72.3656076
Shree Kashtbhanjan Hanuman Mandir,22.3322412,73.4629564
Ramapir Temple,22.5829313,71.7410675
Shree Ramdev Rameshwar Mandir,22.627537,70.6090227
"Rameshwar Mahadev Mandir, Timbdi",22.6506233,70.5902873
Shree Bavariya Hanumanji Mandir,22.6091294,70.6318276
Shree Shidhnath Mahadev Temple,22.6085133,70.6307119
"Shree Darma Dada Mandir, Timbdi",22.654094,70.5884541
Shree Ram Mandir,22.6497431,70.5906397
Bahuchar Mata Temple,22.6281963,70.6060062
"Shree Momai Mata Mandir, Timbdi",22.6506687,70.5904732
"Shree Hanumanji Mandir, Timbdi",22.6496589,70.5905178
"Shri Ravi Randal Mandir`s Joshi Family, Ghunda",22.6942387,70.6344334
Shree Surapura Dada Temple Joshi Family,22.5704594,70.4250283
Pithadai Mata Mandir,22.6869692,70.5571886
Shree Sihmoy Mata Mandir,22.6288479,70.6036111
Shree Bodakiya Hanuman Mandir,22.6213016,70.6011984
Sant Shree Hemgiri Bapu Ashram,22.6279143,70.608604
"Shree Ram Mandir, Bangavadi",22.6279094,70.6037224
Surapura Tapu Bapa Trivedi Family Temple,22.4092032,70.753426
Shree Kankeshwar Mahadev Temple,22.6259437,70.6011791
Shree Neelkanth Mahadev Mandir,22.6270083,70.6033291
Shree Bhairava Vir Mandir,22.6732448,70.5881555
Shree Fuliya Hanumanji Temple,22.673526,70.5878824
Shree Ram Mandir,22.6724596,70.5874288
Shree Ramdevpir Ranuja Mandir,22.6755015,70.5787677
Shree Araneshwar Mahadev Temple,22.5586078,70.6474751
"Ya Tari Pir Sarkar, Timbdi",22.6418902,70.5794
Shree Varudi Mata Temple,22.6161113,70.58774
Bapa Sitaram temple,22.621666,70.6354306
Krishnalok Dham,21.1350401,73.0487673
Jogni Mata Mandir,22.5693371,72.9421912
Lambhvel Hanumanji Mandir,22.577935,72.9381972
Shiv Mandir,22.5470847,72.9576449
Ramji Mandir,20.8104111,72.9960916
Gayatri Mandir,20.8156769,72.9966176
Satimata Temple,20.8187183,72.9965329
Jalaram Temple,20.8100328,73.006514
Shree Rameshwar Mahadev Temple,20.8090126,73.0040213
Hanuman Mandir,20.8110194,72.9980822
Pathanwad Masjid,20.8108733,72.9994219
Jamadarwad Masjid,20.8099047,72.9994606
Khatawad Masjid,20.8120472,73.0010225
Ghanchiwad Masjid,20.8125466,72.9992102
Trimbaknath mahadev Temple,20.8118265,72.9972701
Hanumanji Temple,20.8145437,72.9990852
Momai Mataji Mandir,22.3894953,69.0009888
N/A,22.3909935,69.0010446
Shri Rama Mandir,22.3918208,69.0011005
N/A,22.3920202,68.9996318
Vachhradada Mandir,22.3907855,68.9980012
KIleshwar Mahadev Mandir,21.8422152,69.7457727
Shri Hanumanji Mandir,22.4439885,70.044252
Aai Shri Khodaldham Khodiyar Mandir,22.4083153,70.0590109
Nageshvar Jyotirling,22.3365794,69.0866866
BAPS Swaminarayan Temple,20.8180463,72.9939212
Hanumanji Mandir,20.812006,72.9962547
Hanumanji Temple,20.812002,72.9962542
Khatkiwad Masjid,20.813641,72.9948883
BAPS Swaminarayan Temple,20.8180616,72.9939281
Jaldevi Mata Temple,20.8110362,73.0006581
AmbaMata Temple,20.8137704,72.9968293
Tulja Bhavani Mata Temple,20.8103369,72.9949428
Shree Sankat Mochan Hanumanji Mandir,20.8130155,72.9980743
Sahi Jumma Masjid,20.8133453,72.9979033
Chosath Jogani Temple,20.8007203,72.9829715
Ambaji Mandir,22.4099176,70.0590126
Swaminarayan Mandir (Narnarayan Gadi),23.5899228,72.377263
Chotila Old Temple,22.4200215,71.2065933
Harshad Maa Old Temple,21.8397987,69.3690756
N/A,22.4805378,70.0848566
Kedarnath Temple,24.4120598,72.5215675
Shri Hanuman Mandir,22.4081931,69.0080355
Sarmariya Dada Mandir,22.6275619,70.6055468
Shree Rajrajeshwari Ashapura Mata Mandir,22.5688283,70.4855627
Radha Krishna Temple,20.8408821,70.4785124
Goradiya Hanumanji Mandir,22.574782,70.4547738
Kosadi Masjid (Juni Kosadi),21.4724987,73.0998705
Kosadi Madressa,21.4630282,73.1003244
Shri Bapa SitaRam Temple,22.6512108,70.5903987
BAPS Swaminarayan Mandir,22.5615349,70.4176933
Sindhwai Temple,22.9900693,72.6355521
Partheswar Temple,22.9675705,72.6074593
Keastox Best Stock Broker in Ahmedabad,23.0792051,72.5013498
"BAPS SWAMINARAYA TEMPLE, VIJAYNAGAR",22.2558484,73.2170773
Dargah,22.3885081,70.7831608
Satseva Gurudham,23.3430209,71.80204
Ramji Mandir Bharatnagar,22.9047743,70.8254487
Bapa Sitaram Mandir બાપા સીતારામ મંદિર,22.8240414,70.819956
Ramdev Pir Mandir રામદેવ પીર મંદિર,22.8228981,70.8243586
Hanumanji Mandir Ravapar Road હનુમાનજી મંદિર રવાપર રોડ,22.7928845,70.8262247
Dhavdi Mataji Mandir  ધાવડી માતાજી મંદિર,22.8261324,70.8527529
Shri Ramji mandir chowk શ્રી રામજી મંદિર ચોક,22.7522758,70.9171887
Meldima Mandir Sanala મેલડીમાં મંદિર સનાળા,22.7910607,70.8067663
Shri Ramji Mandir Jepur શ્રી રામજી મંદિર જેપુર,22.8687652,70.7683863
Shri Ramji Mandir Talaviya Sanala શ્રી રામજી મંદિર તળાવિયા સનાળા,22.8860406,70.9222401
Ram Mandir Lakshminagar રામ મંદિર લક્ષ્મીનગર,22.885878,70.8326505
Ramji Mandir Nava Sadulka રામજી મંદિર નવા સડુલકા,22.8967735,70.8100161
Rammandir Kerala રામમંદિર કેરાલા,22.9390882,70.8484134
Shree Hanuman mandir,22.3003452,73.2383002
Shiv mandir,23.1062878,72.5780403
OM mandir,20.216283,73.002358
N/A,23.9097071,72.3526087
Sahastra Kut,21.4828702,71.7947147
Narshi Natha Chandraprabhu Temple,21.4843524,71.7959478
Samavasaran,21.4932028,71.8045298
"Shashwat Jin Pagla (Rishabh, Chandranan, Varishen, Vardhman)",21.4929533,71.80568
Kalikund Parshwanath Pagla,21.4948052,71.8076866
Rishabhdev;Neminath and his Ganadhara Vardatt na Pagla,21.5006059,71.8106195
Ajitnath Pagla,21.5050683,71.8142189
Adishwar Pagla,21.5050844,71.8142277
Gautamswami Pagla,21.5051013,71.8142368
Govindji Khona nu Mandir,21.5049204,71.8143194
Kausaggiya Statue,21.5045735,71.8143972
N/A,21.5020048,71.8135719
Bharat Chakravarti Pagla,21.5021949,71.8133081
Adinath Pagla,21.4966238,71.8087238
18 shrines,21.493381,71.804686
Shukoshal Muni Pagla,21.4868182,71.7982636
Nami Vinami Pagla,21.4865703,71.7980885
Rishabhdev Pagla,21.4859756,71.7978682
Hanuman Deri,21.4859789,71.7978465
Jali-Mayali-Uvyali statues,21.4851804,71.7977439
Sumatinath Temple,21.4831223,71.795471
Kuntasar Devi Gokh,21.482944,71.7954405
Hanuman Deri,21.4823789,71.7952981
Kavad Yaksh Deri,21.4823297,71.7951488
Mokshni Bari,21.4821076,71.7949675
Vimalnath remple,21.4820998,71.7949135
Ajitnath temple,21.4820889,71.7948559
Sahastrafana Parshwanath temple,21.4820669,71.7947883
Dharmanath temple,21.4820508,71.7947171
Chandraprabhu temple,21.4820402,71.794683
Shantinath temple,21.4820021,71.7946032
Sahastrafana Parshwanath temple,21.481967,71.7946103
Nilkanth Mahadev temple,21.4808721,71.793718
Chandraprabhu temple,21.4823218,71.7947764
Sambhavnath temple,21.4822958,71.794708
Parshwanath temple,21.4822756,71.7946529
"Chandraprabhu, Sambhavnath, Ajitnath temples",21.4822822,71.7946162
Adinath Deri,21.4809511,71.7937929
Sammet Shikhar Temple,21.4814913,71.7941217
Nami Vinami shrines,21.4816482,71.7935264
Sahastrakund Temple,21.4842237,71.7947785
Ajit Shanti Deri,21.4837067,71.7952289
Chandraprabhu Temple,21.4839749,71.7949311
Padmaprabhu Temple,21.483831,71.7949371
Rishabhdev Temple,21.4839987,71.7952157
Neminath Temple,21.4839911,71.795152
ParshwanathTemple,21.4839699,71.7950921
Khodiyar Mata Temple,21.4835561,71.7943852
Sahastrafana Parshwanath Temple,21.4836187,71.7939331
Ulkha Jalni Deri,21.4816357,71.796087
Devki's 6 Son's Shrine,21.4827645,71.7963966
Ajit Shanti Deri,21.4732008,71.7802694
Siddhvad Jain Deri,21.480003,71.7758456
Shree Swaminarayan Main Temple Bhavnagar,21.7513317,72.0912077
Bhaktidham Mataji Mandir,21.1889065,72.8735972
Shanidev Mandir,21.1912355,72.8701856
Dhamma Ambika,20.8804413,73.0385051
"Sidi Bashid mosque, the shaking minarets",23.0237664,72.5996961
Chandramouleshwar mahadev temple,22.3666206,73.1747392
Saibaba Temple,21.5227371,70.4422211
Shiv Mandir,21.5215783,70.4466267
Siddhi Vinayak Temple,21.5248773,70.4396082
Merudham,23.1218834,72.6162547
Chittkhana Chowk,21.5224245,70.4596783
N/A,21.5174478,70.4606594
Vadleshvar Mahadev Mandir,21.5176151,70.4606714
Swami Mandir,21.5115724,70.4519419
Verai Mata Mandir,21.518883,70.4707313
Shitala Kund,21.5139231,70.461553
Girnar Darvaja,21.5211626,70.474577
Memanwada,21.5236004,70.4631273
Dhobi Gali,21.5229193,70.4552752
Jagnath mahadev mandir,21.5170618,70.4574942
Saibaba Temple,21.5326027,70.4470384
Saibaba Temple,21.5221995,70.4439745
Surya Mandir,21.53254,70.4549578
Someshwar Society,21.5184015,70.4711812
Shree Swaminarayan Gyan Baug,21.5704352,70.4747368
Momai maa Temple,23.1837422,72.6622321
Limbaj temple,23.1841949,72.6626554
Akshar Mandir,21.5052351,70.44153
Mamadev mandir,21.4994376,70.4187281
Baba Ramdevpir Mandir,21.5005744,70.425341
Raj Rajeshwari Shree Meladi Mata Mandir,21.5026686,70.4283136
Dargah,21.5171441,70.4611176
"Ramdevpir Temple, Mander ghed",21.3275298,69.9459354
"Kaleshvar Mahadev Temple, Mander ghed",21.3266988,69.9458222
Gurukul Gandhidham,23.0800459,70.1098237
Guru Mandir,23.0769145,70.0887727
Jumapir Ramapir,23.0826523,70.0950467
Ravapar Hanuman Mandir,22.7977652,70.8259614
BAPA SITARAM MADHULI,22.8286044,70.8479746
JADESHWAR,22.6453653,70.8550682
Shiv Mandir,21.952009,69.915525
Pithadai Maa Mandir,21.0590202,70.4677655
Tridev Temple,23.911457,71.9133726
N/A,20.946392,72.9182542
Bhagwati International Public School,23.8611047,72.1305128
Bramhnath Mahadev Temple,22.5703885,70.426345
Mahakali Mandir,23.2180474,73.1705538
